 882 
0,27
1.1,74.431525212
2.1,91.966433156
3.1,105.172928818
4.1,116.082338036
5.2,126.384250263
6.3,135.432959681
7.4,143.545519114
8.5,150.923995661
9.6,157.706643612
10.7,163.993047874
11.8,169.857797219
12.9,175.358501342
14,180.540773792
15.1,185.441476921
16.2,190.090917385
17.2,194.120998665
18.2,197.980524778
19.2,201.683487443
20.2,205.242103119
21.2,208.667117408
22.2,211.968045809
23.2,215.153366382
24.2,218.230675558
25.2,221.206815321
26.2,224.087977878
27.2,226.879792461
28.2,229.587397776
29.2,232.215502844
30.2,234.768438379
31.2,237.250200383
32.2,239.664487324
33.2,242.014731984
34.2,244.304128841
35.2,246.535657735
36.2,248.712104387
37.2,250.836078271
38.2,252.910028236
39.2,254.936256229
40.2,256.916929387
41.2,258.854090735
42.2,260.749668703
43.2,262.60548561
44.2,264.423265268
45.2,266.204639823
46.2,267.951155925
47.2,269.664280334
48.2,271.345405006
49.2,272.995851749
50.2,274.616876479
51.2,276.20967314
52.2,277.775377312
53.2,279.315069554
54.2,280.829778496
55.2,282.32048372
56.2,283.788118439
57.2,285.233572
58.2,286.65769223
59.2,288.061287625
60.2,289.445129413
61.2,290.809953491
62.2,292.156462244
63.2,293.485326266
64.2,294.797185977
65.3,296.221321018
66.4,297.626396876
67.5,299.013152281
68.6,300.382290395
69.7,301.734480756
70.8,303.070361112
71.9,304.390539144
73,305.695594093
74.1,306.986078294
75.2,308.262518621
76.3,309.525417853
77.4,310.775255956
78.5,312.012491304
79.6,313.237561815
80.7,314.450886037
81.8,315.652864162
82.9,316.843878987
84,318.024296817
85.1,319.194468321
86.2,320.354729329
87.3,321.505401592
88.4,322.646793494
89.5,323.77920072
90.6,324.902906885
91.7,326.01818413
92.8,327.125293673
93.9,328.224486335
95,329.316003028
96.1,330.400075216
97.2,331.476925345
98.3,332.546767246
99.4,333.609806511
100.5,334.666240846
101.6,335.716260399
102.7,336.760048069
103.8,337.797779787
104.9,338.829624785
106,339.855745837
107.1,340.876299494
108.2,341.891436288
109.3,342.901300929
110.4,343.906032484
111.5,344.905764539
112.6,345.900625348
113.7,346.890737971
114.8,347.876220394
115.9,348.85718564
117,349.833741868
118.1,350.805992457
119.2,351.774036085
120.3,352.73796679
121.4,353.697874026
122.5,354.653842708
123.6,355.605953242
124.7,356.554281557
125.8,357.498899113
126.9,358.439872914
128,359.377265497
129.1,360.311134932
130.2,361.241534795
131.3,362.168514142
132.4,363.092117475
133.5,364.012384698
134.6,364.92935107
135.7,365.843047144
136.8,366.753498705
137.9,367.660726701
139,368.564747172
140.1,369.465571162
141.2,370.363204645
142.3,371.257648432
143.4,372.148898084
144.5,373.03694382
145.6,373.92177043
146.7,374.80335718
147.8,375.681677726
148.9,376.556700034
150,377.4283863
151.1,378.296692872
152.2,379.161570202
153.3,380.022962773
154.4,380.880809091
155.5,381.735041622
156.6,382.585586824
157.7,383.432365129
158.8,384.275290995
159.9,385.11427295
161,385.949213687
162.1,386.780010155
163.2,387.606553722
164.3,388.428730329
165.4,389.246420697
166.5,390.059500566
167.6,390.867840967
